lng,lat
2.198465,51.505538
2.178838,51.491836
2.205590,51.514910
2.208327,51.514952
2.206022,51.496572
2.193610,51.500788
2.173519,51.495171
2.163542,51.492497
2.211980,51.513659
2.199786,51.515900
2.216407,51.518402
2.184495,51.501726
2.172522,51.491289
2.195797,51.492818
2.166886,51.488143
2.166882,51.488233
2.214099,51.514770
2.183889,51.484361
2.207725,51.519259
2.172964,51.491026
2.163102,51.499864
2.192941,51.488548
2.193675,51.488199
2.215564,51.517850
2.185515,51.483307
2.163793,51.496997
2.158276,51.494483
2.194671,51.506739
2.167365,51.483385
2.167321,51.488060
2.172881,51.482302
2.197319,51.509028
2.160434,51.501711
2.215936,51.504636
2.215377,51.526300
2.185591,51.485017
2.164763,51.483614
2.159271,51.501962
2.182860,51.484885
2.166709,51.492547
2.165997,51.492356
2.214056,51.519535
2.205446,51.514908
2.176955,51.488480
2.158650,51.495928
2.227035,51.519372
2.192799,51.499426
2.173334,51.481769
2.196819,51.510729
2.193059,51.500150
2.157984,51.494568
2.170251,51.486847
2.221160,51.514787
2.178139,51.487689
2.218090,51.515910
2.210203,51.511203
2.214021,51.524121
2.209563,51.516499
2.178728,51.480144
2.155880,51.489589
2.203266,51.508040
2.182567,51.481373
2.215743,51.505892
2.157499,51.492312
2.205256,51.516074
2.180503,51.486197
2.193459,51.500965
2.160914,51.496952
2.210912,51.518858
2.179323,51.486898
2.190458,51.489409
2.224558,51.520054
2.201846,51.522136
2.210248,51.517409
2.181786,51.479293
2.178436,51.480230
2.156758,51.492840
2.208464,51.515134
2.193462,51.500875
2.156165,51.489684
2.193610,51.500788
2.169718,51.492953
2.202383,51.512163
2.176260,51.484243
2.167361,51.483474
2.168203,51.487624
2.198869,51.506264
2.194628,51.493250
2.167994,51.492837
2.166620,51.487599
2.167653,51.483389
2.206229,51.498643
2.186404,51.482691
2.173331,51.481859
2.185780,51.480254
2.202664,51.497689
2.173755,51.482045
2.201527,51.508283
2.192790,51.488725
2.182712,51.484972
2.170837,51.486586
2.160578,51.501713
2.161495,51.486080
2.197795,51.511553
2.188655,51.487672
2.157341,51.492670
2.187321,51.492238
2.173897,51.496526
2.204204,51.520824
2.204365,51.509406
2.209282,51.516315
2.178456,51.490572
2.186209,51.502112
2.185633,51.480341
2.184611,51.480685
2.172792,51.495339
2.191112,51.494724
2.173910,51.485375
2.194273,51.509521
2.180618,51.501396
2.188218,51.502323
2.209967,51.517225
2.166296,51.488494
2.169430,51.496546
2.167177,51.488058
2.160171,51.501077
2.167519,51.497505
2.199786,51.515900
2.179172,51.487076
